username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;salary;mortgage;others
dhalifaxl1;Poland;11/09/1967;Public;High School;Divorced; Female;17;3029;2146;true;iPhone, BMW
gblackebyl2;Italy;17/10/1981;Unknown;Doctorate;Divorced; Male;4,5;2666;3025;false;Samsung, Others
cridehalghl3;Italy;02/08/1960;Public;Bachelors;Married; Male;17,5;2014;2875;true;iPhone, Seat
rmildmottl4;France;20/06/1994;Private;High School;Married; Male;33;1426;1539;false;iPhone, Others
ehastewelll5;Poland;22/01/1981;Private;Doctorate;Married; Male;36,5;2961;3469;false;Iphone, Seat
praffonl6;France;31/05/1963;Public;Bachelors;Divorced; Female;40;2343;1626;true;iPhone, Others
mgilchristl7;Austria;08/06/1990;Public;Masters;Married; Male;37;2843;2503;true;Samsung, Audi
dcampionel8;Poland;13/10/1981;Public;Bachelors;Married; Male;29,5;2185;1439;false;iPhone, Others
skoberal9;Germany;12/10/1992;Unknown;High School;Never Married; Male;35;1161;947;false;iPhone, Non
tsurbyla;Austria;05/04/1985;Unknown;High School;Divorced; Male;38;2754;1469;true;Samsung, Others
emacadamlb;Belgium;29/05/1981;Unknown;Bachelors;Married; Female;38,5;2400;2858;false;Others, Others
jfriendlc;Italy;04/12/1970;Unknown;Masters;Married; Male;13,5;2603;2716;false;iPhone, Ford
nuppettld;Portugal;06/10/1991;Unknown;Bachelors;Married; Male;19;2309;1707;true;Samsung, Others
cdrohanele;Croatia;13/11/1983;Public;Bachelors;Separated; Female;31;2466;3292;true;Others, Others
apilcherlf;Germany;04/10/1973;Unknown;Doctorate;Divorced; Male;32;2267;2426;true;iPhone, Audi
pschoberlg;Poland;25/03/1978;Unknown;Doctorate;Married; Female;36;2593;2385;false;iPhone, Non
proscoelh;Ireland;13/03/1982;Public;High School;Never Married; Female;8,5;2428;1758;false;Samsung, Ford
kfildeli;Czech Republic;06/10/1985;Unknown;Bachelors;Divorced; Male;28;2648;1719;true;iPhone, Seat
atabbittlj;France;08/10/1994;Private;Bachelors;Married; Male;16,5;1858;1383;false;iPhone, Non
ikumarlk;Netherlands;26/06/1964;Self Employed;Masters;Divorced; Male;38;2134;1610;true;Others, Others
omonksll;Germany;12/11/1982;Public;High School;Married; Female;23;2976;1560;false;Samsung, Ford
wgillanilm;Spain;13/02/1988;Public;Masters;Married; Female;21;2741;2689;false;iPhone, Others
jkarpmannln;Greece;02/05/1999;Public;Bachelors;Divorced; Female;29;1709;1413;true;iPhone, BMW
rtizzardlo;Italy;15/03/1971;Public;Bachelors;Separated; Female;31,5;2654;1634;true;Iphone, Honda
dhuttonlp;Spain;01/07/1966;Public;Bachelors;Never Married; Male;30;2445;3356;false;Samsung, BMW
adaudlq;Italy;30/10/1978;Public;High School;Married; Female;24,5;2985;2896;true;iPhone, Honda
hmeweslr;Italy;03/07/1995;Unknown;Bachelors;Never Married; Male;36,5;1988;952;true;Samsung, Others
hjeavonls;Germany;13/05/1970;Unknown;High School;Married; Male;23,5;2123;1665;true;Samsung, Honda
cstuehmeyerlt;Germany;17/05/1993;Unknown;Doctorate;Divorced; Male;17,5;1185;1578;true;iPhone, Honda
nreolfilu;Germany;10/09/1965;Public;Bachelors;Married; Male;32,5;2417;2916;true;Others, Others
tmorrottlv;Germany;21/04/1992;Self Employed;Bachelors;Never Married; Male;38,5;1933;1330;true;Iphone, Others
afauxlw;Slovenia;13/02/1989;Unknown;High School;Never Married; Female;19;2808;2285;false;iPhone, Others
abaignardlx;Germany;17/08/1960;Private;Masters;Never Married; Female;25;2366;2913;true;iPhone, BMW
bwimletly;Spain;25/10/1994;Unknown;Masters;Married; Female;28,5;1307;1502;false;Iphone, Ford
gsineathlz;Poland;21/04/1989;Private;Bachelors;Married; Female;20;2891;2076;true;Samsung, Seat
flotzem0;Sweden;13/09/1965;Self Employed;Doctorate;Married; Male;30;4608;2339;false;Samsung, Others
ssailorm1;Belgium;30/01/1970;Public;Bachelors;Married; Female;35;2899;2648;false;Samsung, Others
wcorsellesm2;Italy;13/01/1969;Private;Bachelors;Married; Female;16,5;2110;1798;true;iPhone, Non
hhexamm3;Denmark;02/01/1989;Unknown;Masters;Married; Female;29;2042;2744;false;Samsung, BMW
ddybellm4;Poland;15/04/1989;Self Employed;Bachelors;Married; Male;16,5;2729;2928;true;iPhone, Honda
kredmorem5;France;08/01/1989;Public;Bachelors;Never Married; Female;7,5;2281;1917;false;iPhone, Others
ggoodersonm6;Belgium;28/06/1977;Unknown;Doctorate;Married; Male;22,5;2677;2339;false;iPhone, Non
mrolinm7;Italy;12/06/1995;Unknown;Doctorate;Married; Female;29,5;1873;1286;false;Samsung, Seat
nsmithymanm8;Germany;14/09/1985;Self Employed;Bachelors;Separated; Female;24;2678;3298;true;iPhone, Non
inijsm9;France;04/11/1998;Public;Bachelors;Married; Female;22,5;1576;1499;false;Iphone, Non
lauklandma;Italy;18/10/1980;Private;Bachelors;Separated; Female;26,5;2251;3456;false;Others, Volkswagen
izorzonimb;Austria;01/12/1971;Private;High School;Married; Male;39;2853;2911;true;Others, Others
lskeltonmc;Italy;21/04/1968;Private;Masters;Separated; Male;24,5;2089;2666;true;Iphone, Others
rlocarnomd;Poland;04/10/1983;Unknown;Masters;Never Married; Male;34;2448;3373;true;iPhone, Volkswagen
rwilloughbyme;France;16/12/1960;Unknown;Bachelors;Divorced; Female;22,5;2076;3329;true;Iphone, Others
dlemmenmf;Germany;19/03/1978;Private;Bachelors;Married; Female;17;2685;3465;true;iPhone, Others
eskillmg;Netherlands;25/02/1992;Private;Bachelors;Married; Male;18;848;1653;true;Samsung, Non
selcomemh;Bulgaria;28/07/1982;Public;Bachelors;Never Married; Female;23;2274;1889;true;Samsung, Seat
gfedoronkomi;Belgium;11/11/1973;Self Employed;Bachelors;Never Married; Female;5;2532;3217;false;Iphone, Others
pdecarlomj;Denmark;12/01/1971;Unknown;Bachelors;Separated; Male;29;2045;1447;false;iPhone, Honda
rstrothersmk;Poland;09/11/1988;Public;Bachelors;Married; Female;39,5;2363;3258;false;iPhone, BMW
bgaskerml;Germany;25/12/1961;Unknown;Doctorate;Married; Male;18,5;2598;2282;true;iPhone, Audi
hkrolikmm;Netherlands;09/11/1976;Self Employed;Bachelors;Separated; Female;6,5;3041;3249;true;iPhone, Others
aaupolmn;Netherlands;24/03/1985;Private;Bachelors;Married; Female;24;2183;3418;true;iPhone, Audi
wguillermanmo;Czech Republic;01/07/1988;Private;Masters;Married; Female;24,5;2985;2533;true;iPhone, Others
djunesmp;Greece;08/01/1975;Self Employed;Bachelors;Never Married; Male;32,5;2277;1834;false;Samsung, BMW
kmewettmq;Italy;12/03/1987;Unknown;Bachelors;Married; Male;26,5;2059;3354;false;Others, Audi
sgwinnmr;Italy;15/01/1968;Private;Bachelors;Separated; Male;31;2495;3070;true;iPhone, Ford
sluxfordms;Estonia;22/06/1966;Unknown;Bachelors;Married; Male;29,5;2923;2032;false;Samsung, Others
boholleganmt;Netherlands;03/11/1981;Public;Bachelors;Separated; Male;13,5;2418;1651;false;iPhone, Honda
dkorneichukmu;France;18/12/1980;Private;Bachelors;Separated; Male;21,5;2780;2428;false;Samsung, Others
bcaltonmv;Germany;26/12/1990;Self Employed;Bachelors;Married; Male;18,5;2692;2761;false;iPhone, Seat
esternmw;Luxembourg;11/08/1962;Public;Bachelors;Separated; Male;21;2686;2994;false;iPhone, Non
esestonmx;Germany;24/11/1975;Private;Bachelors;Never Married; Male;40;2720;2719;true;iPhone, Ford
kbatterbeemy;France;19/03/1993;Self Employed;Doctorate;Married; Male;29,5;1549;952;true;Iphone, BMW
abarlthropmz;Czech Republic;01/06/1968;Private;Masters;Divorced; Female;18;2854;3472;true;Samsung, Ford
rroselln0;Netherlands;30/04/1996;Private;Bachelors;Married; Female;32;1646;1486;false;iPhone, Ford
jponnsettn1;Austria;31/05/1971;Public;Bachelors;Separated; Male;32,5;2442;3382;false;iPhone, Non
ngowthropn2;Denmark;08/07/1971;Unknown;Bachelors;Married; Male;32,5;2458;2304;false;iPhone, Non
jredfearnn3;Italy;30/03/1978;Unknown;Bachelors;Separated; Female;30,5;2074;2195;false;Iphone, BMW
ybutsonn4;France;09/08/1981;Self Employed;Masters;Separated; Female;25;2664;1650;true;iPhone, Others
dharcasen5;Netherlands;27/04/1990;Self Employed;Doctorate;Never Married; Male;34;2926;3230;true;Samsung, Non
lscoatesn6;France;03/03/1962;Private;Masters;Married; Male;25;2177;1900;false;Samsung, Ford
tcockleyn7;Poland;06/01/1979;Public;Bachelors;Married; Female;39,5;2231;3202;true;iPhone, Ford
crossandern8;Greece;01/05/1994;Self Employed;High School;Divorced; Male;26,5;1108;1200;false;Others, Ford
cschleichern9;Malta;22/10/1978;Public;Bachelors;Married; Male;37,5;2464;2312;false;Samsung, Others
acermanna;Romania;05/07/1966;Private;Bachelors;Separated; Female;16,5;2697;1855;true;Samsung, BMW
hburnetnb;Hungary;16/12/1976;Public;Masters;Never Married; Female;26;2113;1527;false;Iphone, Others
cpirellinc;Malta;26/05/1966;Public;Bachelors;Married; Male;22;2692;1482;false;iPhone, Others
jclimernd;Luxembourg;15/10/1960;Public;Bachelors;Separated; Male;35,5;2079;3252;true;Iphone, Others
rlandene;Italy;12/05/1963;Private;High School;Married; Male;4,5;2636;1995;false;Samsung, Others
tcrawnf;Romania;08/05/1990;Self Employed;Masters;Married; Female;17;2341;1934;false;Samsung, Honda
dhawneyng;Spain;28/11/1979;Public;Bachelors;Married; Male;29;2166;3101;true;iPhone, Others
kguittnh;Spain;09/09/1961;Private;High School;Divorced; Female;25,5;2690;2459;false;Iphone, Others
tmatevushevni;Belgium;25/03/1967;Private;High School;Never Married; Female;35,5;2759;3164;true;iPhone, Others
jshinefieldnj;Germany;23/04/1973;Private;Bachelors;Married; Female;21,5;2231;2708;true;iPhone, Others
iantonomolink;France;02/03/1998;Self Employed;Bachelors;Divorced; Male;21;1138;1374;true;Samsung, Non
dlilienl;Greece;16/04/1967;Private;Bachelors;Separated; Male;40;2282;2687;true;iPhone, Others
dgerardeauxnm;Poland;20/08/1976;Private;High School;Never Married; Male;25;2974;3272;false;Iphone, Honda
wnortonnn;France;21/08/1973;Unknown;Bachelors;Married; Male;20;2696;2831;false;iPhone, Non
rfridayeno;Poland;28/05/1965;Unknown;Masters;Married; Male;34,5;2997;2230;false;Others, Non
pallberrynp;Italy;18/03/1966;Unknown;Bachelors;Married; Male;31,5;3023;2262;true;iPhone, Non
ldittsonnq;Sweden;05/02/1984;Private;Doctorate;Married; Female;18;4558;1904;true;Samsung, Others
bgertnr;Italy;27/07/1965;Unknown;Bachelors;Never Married; Female;30,5;2174;2975;false;iPhone, Others
saleixons;Portugal;04/09/1988;Self Employed;Bachelors;Divorced; Male;36,5;2113;1816;false;iPhone, Audi
lbrucknernt;Germany;18/01/1977;Public;Masters;Separated; Female;18,5;2903;2028;false;iPhone, BMW
ahowchinnu;Romania;10/04/1991;Self Employed;Bachelors;Married; Male;23;2375;1994;false;iPhone, Volkswagen
npartkyanv;Germany;18/07/1975;Self Employed;High School;Never Married; Male;27;2034;3027;false;iPhone, Honda
llahivenw;Greece;22/09/1962;Self Employed;Masters;Married; Female;5,5;2939;1487;false;iPhone, Non
hoscanlannx;Italy;21/05/1983;Unknown;High School;Married; Female;27,5;2581;2097;false;Iphone, Non
ucolganny;Netherlands;04/11/1960;Self Employed;High School;Married; Male;24;2878;2858;true;Others, Ford
kbenoitonnz;Spain;20/04/1960;Self Employed;Doctorate;Married; Female;19;2416;1723;false;Iphone, Seat
eorsmano0;France;12/07/1962;Unknown;Bachelors;Married; Male;12,5;2668;2706;false;iPhone, Others
kbeardowo1;Poland;26/02/1982;Unknown;Bachelors;Married; Female;13,5;2520;2890;false;Samsung, BMW
gmccottero2;France;23/09/1996;Private;Bachelors;Never Married; Male;38,5;1815;1063;false;Iphone, Others
rsherryo3;Germany;21/12/1968;Private;Bachelors;Married; Male;13,5;2786;2955;true;Samsung, Non
ebloreo4;Romania;15/08/1976;Private;Bachelors;Never Married; Female;18,5;2362;2972;false;Others, Others
bwrothamo5;Hungary;16/07/1975;Public;Bachelors;Married; Male;39,5;2977;2238;false;Samsung, Others
jreeseo6;France;22/04/1987;Public;Bachelors;Separated; Female;27,5;2695;3020;true;Samsung, Honda
ctrowello7;Germany;02/02/1986;Private;Masters;Never Married; Male;22;2313;2729;false;Iphone, Others
mfreetho8;France;05/11/1966;Self Employed;High School;Married; Male;26;2770;3395;false;Samsung, Seat
acaudreyo9;Italy;16/11/1995;Public;High School;Married; Male;34;1583;1068;false;Samsung, Others
mcadgeoa;Sweden;03/05/1999;Private;Bachelors;Married; Male;37,5;4453;3006;false;Samsung, BMW
arallingob;Denmark;19/12/1976;Private;Bachelors;Married; Female;30;2874;1578;false;iPhone, Others
cbeiderbeckoc;Germany;26/06/1964;Self Employed;Doctorate;Separated; Male;34;2466;2000;false;Samsung, Audi
fhulattod;Germany;06/05/1970;Private;High School;Married; Male;29;2148;1843;true;iPhone, Others
tcurreroe;Romania;18/07/1982;Self Employed;Bachelors;Separated; Female;25,5;2585;1441;false;iPhone, Others
rwadesworthof;Malta;27/07/1995;Self Employed;High School;Married; Male;34;1643;1490;true;Iphone, Others
lsollisog;Finland;31/01/1984;Public;Doctorate;Married; Male;25;2257;2944;false;Samsung, Others
dcowdroyoh;Germany;08/07/1974;Unknown;Doctorate;Married; Male;27;2445;2652;false;iPhone, Others
ngeraghtyoi;Italy;23/03/1987;Private;Masters;Divorced; Female;40;2898;1866;false;iPhone, BMW
barsnelloj;Sweden;10/04/1970;Self Employed;High School;Married; Male;24,5;5206;3438;true;Iphone, Audi
pduffitok;Italy;26/07/1967;Unknown;Doctorate;Married; Female;39,5;2316;2064;false;Others, Honda
fsharrattol;Sweden;19/07/1969;Self Employed;Bachelors;Married; Male;28;4420;2356;false;Samsung, Volkswagen
sbriknerom;Germany;31/08/1993;Self Employed;Masters;Married; Male;17;1832;1052;false;iPhone, BMW
gauldon;Italy;29/10/1998;Unknown;Bachelors;Never Married; Male;21;1136;1144;true;iPhone, Audi
aderrettoo;Portugal;01/06/1965;Unknown;Bachelors;Divorced; Male;30;2463;2338;true;Iphone, Non
ohemeretop;Italy;13/08/1966;Public;Bachelors;Married; Female;5;2818;3355;false;iPhone, BMW
facresoq;Poland;12/11/1962;Unknown;Bachelors;Separated; Male;35,5;2699;1637;false;Samsung, Honda
ajenceyor;Luxembourg;15/10/1979;Unknown;High School;Divorced; Female;26;2242;2098;false;iPhone, Others
mpetrelloos;Greece;10/10/1961;Public;Bachelors;Married; Male;37;2013;1932;false;iPhone, Ford
gtraiseot;Netherlands;05/03/1971;Public;Masters;Separated; Male;38,5;2791;1684;false;Others, BMW
bhelkinou;Greece;23/08/1964;Unknown;Doctorate;Married; Male;26,5;2160;1511;false;Iphone, Others
sconnalov;Czech Republic;18/05/1985;Private;Bachelors;Married; Female;18;2252;2868;false;iPhone, Ford
wlantaphow;Germany;26/03/1999;Private;Bachelors;Married; Male;32;1063;1631;true;Iphone, Others
nfawloox;France;03/01/1979;Private;High School;Married; Male;19,5;2952;3205;true;iPhone, Ford
adroveroy;Latvia;13/05/1962;Public;Bachelors;Married; Male;35;2207;2439;true;Samsung, Others
ejanusoz;Bulgaria;03/03/1968;Public;Bachelors;Married; Male;34,5;2721;3488;false;iPhone, Non
cheughp0;Portugal;21/01/1964;Self Employed;Bachelors;Married; Male;25;2827;1637;false;iPhone, BMW
lcaughtryp1;Spain;03/09/1980;Unknown;Bachelors;Separated; Male;19,5;2219;1797;true;Others, Non
cburkinp2;Belgium;25/04/1974;Private;Bachelors;Never Married; Female;32,5;2636;2460;false;iPhone, Others
wpettigrewp3;France;16/01/1960;Private;Bachelors;Married; Male;25,5;2932;2247;true;Iphone, Others
igillionp4;Spain;01/01/1963;Unknown;Masters;Married; Male;27,5;2364;2806;false;iPhone, Audi
snutmanp5;Belgium;17/12/1996;Public;Doctorate;Married; Male;31;1150;1680;false;iPhone, Non
scapelp6;France;02/06/1981;Private;High School;Married; Male;34,5;2640;2849;false;Samsung, BMW
ypalfreymanp7;Denmark;12/02/1985;Self Employed;High School;Never Married; Male;19,5;2028;2453;true;Others, Ford
spickwellp8;France;10/05/1990;Public;High School;Divorced; Female;30;2097;1782;false;Iphone, Honda
kvanbrugp9;Italy;31/05/1999;Public;High School;Married; Female;22,5;1113;1347;true;iPhone, Others
mwraggpa;Romania;15/07/1961;Self Employed;Bachelors;Married; Male;26,5;2865;1500;false;iPhone, Others
bbaythorppb;Romania;08/09/1987;Public;Masters;Separated; Male;37,5;2043;1560;true;Samsung, Others
wgeeringpc;Spain;26/07/1981;Self Employed;Bachelors;Married; Male;20;2006;1974;true;Iphone, BMW
vrubinowitschpd;Czech Republic;27/09/1987;Unknown;Bachelors;Separated; Male;39;3033;3170;true;Samsung, Others
wmacianpe;Germany;21/03/1969;Public;High School;Married; Female;32,5;2167;1985;true;Others, Seat
tpegdenpf;Italy;30/11/1988;Self Employed;Doctorate;Never Married; Male;37,5;2184;2723;false;Samsung, Volkswagen
slearoydepg;France;08/04/1963;Self Employed;Bachelors;Married; Female;19;2138;2066;false;iPhone, Volkswagen
gfraneph;France;27/03/1965;Public;High School;Married; Female;23;2190;1419;true;Samsung, Others
mtommaseopi;Italy;04/09/1984;Unknown;Doctorate;Divorced; Female;22;2012;2795;false;Samsung, Seat
nfarncombpj;Poland;21/04/1970;Public;Bachelors;Separated; Female;35,5;2242;1582;true;Iphone, Non
pperonpk;France;07/05/1988;Unknown;High School;Married; Female;40;2353;2264;true;Samsung, Seat
djanawaypl;Netherlands;14/07/1978;Self Employed;High School;Never Married; Female;35,5;2509;2276;true;iPhone, Non
ginsollpm;Romania;03/09/1967;Public;Bachelors;Separated; Male;24;2881;1590;false;Samsung, Audi
ahamsonpn;France;03/03/1992;Public;Masters;Married; Female;30,5;1998;1357;false;iPhone, Ford
vgrocottpo;Poland;10/07/1981;Public;High School;Married; Male;30,5;2700;1812;true;Others, Others
wpodmorepp;Netherlands;17/02/1986;Public;Bachelors;Married; Male;19;2274;3302;true;Samsung, Non
cbartoszekpq;Sweden;17/11/1980;Public;Bachelors;Married; Male;18,5;4650;2982;true;Samsung, Others
gpiatekpr;France;03/08/1984;Self Employed;Bachelors;Never Married; Female;22,5;2951;1574;true;Samsung, Others
bfullmanps;France;08/09/1989;Self Employed;High School;Married; Male;36,5;2304;2494;false;Others, Others
bduiguidpt;Germany;17/09/1983;Public;Masters;Never Married; Male;23,5;2021;2354;false;Iphone, BMW
npackepu;Germany;06/06/1970;Self Employed;Bachelors;Separated; Female;22;2992;2252;true;Samsung, Others
ckoeppepv;Italy;03/01/1977;Private;High School;Married; Male;17;3034;1896;false;iPhone, Others
ngirdlestonepw;Portugal;14/10/1995;Private;High School;Divorced; Female;39,5;1553;981;false;Samsung, Non
rmcreidypx;Greece;12/06/1987;Public;Bachelors;Married; Male;27,5;2573;2119;true;Iphone, Non
etoomeypy;France;29/06/1964;Self Employed;Doctorate;Never Married; Male;17;2229;3015;true;Samsung, Ford
fmoffettpz;Hungary;04/02/1972;Unknown;Bachelors;Divorced; Male;28,5;2817;1683;false;iPhone, Non
fheathcottq0;Poland;21/05/1998;Self Employed;Bachelors;Married; Male;31,5;1182;1136;true;iPhone, Others
gmartiq1;Spain;24/01/1969;Public;Bachelors;Divorced; Male;33,5;2470;1869;false;Iphone, Non
eflewinq2;Belgium;24/02/1994;Private;Bachelors;Divorced; Female;13,5;818;1314;false;Others, BMW
prolingsonq3;Poland;14/09/1977;Unknown;Bachelors;Married; Male;22,5;2052;2368;false;Samsung, Others
bsiemensq4;Germany;07/11/1971;Public;Bachelors;Married; Male;34,5;2118;2518;false;iPhone, Others
apritchittq5;Poland;10/03/1997;Private;Bachelors;Married; Male;32;850;1641;true;Iphone, Audi
lramsteadq6;Belgium;14/09/1975;Private;Masters;Married; Male;17;2415;2874;true;Samsung, Others
tcappsq7;Germany;22/01/1969;Unknown;Bachelors;Married; Female;30,5;2928;2444;false;iPhone, Others
bburgotq8;Estonia;17/07/1968;Unknown;High School;Married; Female;26;2807;2866;true;Samsung, Volkswagen
gheatlieq9;Spain;27/04/1988;Private;Bachelors;Married; Male;20;2744;2816;false;Samsung, BMW
lfernieqa;Greece;17/01/1976;Private;High School;Married; Male;10,5;2009;2336;false;Samsung, Others
dtranterqb;Poland;01/10/1974;Unknown;Bachelors;Never Married; Male;36,5;2009;3166;false;iPhone, Honda
achartreqc;Belgium;05/07/1993;Self Employed;Masters;Married; Female;22;1863;1576;true;Iphone, Honda
aalexanderqd;Slovakia;07/10/1994;Public;Bachelors;Married; Male;18;904;981;true;Iphone, Others
tzealeyqe;Lithuania;12/01/1998;Self Employed;High School;Divorced; Male;30,5;894;1086;false;Samsung, Others
bgoodburqf;France;12/08/1982;Private;Bachelors;Married; Female;18,5;2243;1816;true;iPhone, Volkswagen
mmuzzulloqg;Netherlands;16/02/1964;Unknown;Masters;Separated; Female;6,5;2795;1496;true;Others, Ford
acollumbineqh;Greece;07/09/1971;Public;High School;Divorced; Female;17;2082;1842;false;Iphone, Others
ddanaqi;Slovenia;10/07/1970;Public;High School;Married; Male;28;3048;3143;false;Samsung, Others
apilmoreqj;Germany;02/11/1972;Public;Bachelors;Divorced; Female;37,5;2977;1920;false;iPhone, Non
gandrieuxqk;France;05/01/1989;Public;High School;Divorced; Male;31;2792;2566;false;iPhone, Honda
gikinsql;Poland;29/01/1979;Unknown;Masters;Separated; Male;31,5;2114;2757;false;iPhone, Non
ldonneelyqm;Germany;05/09/1982;Public;Bachelors;Separated; Male;38;2217;2531;true;Samsung, Audi
tdaniauqn;Italy;21/12/1984;Self Employed;Doctorate;Married; Male;37,5;3044;1692;false;iPhone, Audi
cshevlanqo;Poland;01/12/1999;Private;Masters;Married; Male;28,5;1615;1228;false;Others, Non
mpogosianqp;France;08/11/1971;Private;Bachelors;Married; Male;17,5;2832;1495;false;Samsung, BMW
hedinburghqq;Germany;26/11/1997;Public;Doctorate;Married; Male;18;1843;1158;false;Samsung, Honda
gcretneyqr;Italy;17/04/1974;Unknown;Masters;Married; Female;9;2523;1538;false;iPhone, BMW
dgarfieldqs;Poland;25/11/1970;Self Employed;Bachelors;Separated; Male;8;2558;2565;false;Samsung, Non
mkolakovicqt;Finland;12/10/1965;Unknown;Masters;Separated; Male;23;2254;3499;false;iPhone, Others
cfallqu;Italy;05/11/1967;Private;Bachelors;Married; Male;32;2616;3046;true;iPhone, Ford
escandrootqv;Germany;17/03/1968;Self Employed;Bachelors;Separated; Female;16,5;3060;2812;false;Iphone, Non
llaughlanqw;Estonia;02/04/1974;Public;High School;Married; Male;26,5;2366;2099;true;Iphone, Others
cboddingtonqx;Estonia;15/06/1981;Self Employed;High School;Married; Male;30;2963;2303;true;Samsung, Honda
haymerichqy;Portugal;18/10/1997;Private;Masters;Married; Female;40;1562;907;true;iPhone, Others
cvasyuchovqz;Netherlands;03/08/1964;Self Employed;Bachelors;Married; Male;29;2836;1925;false;Samsung, Ford
dtrimbeyr0;Greece;07/01/1976;Public;Bachelors;Married; Male;33,5;2407;2763;false;iPhone, Audi
spymarr1;Spain;01/10/1994;Public;High School;Divorced; Male;18,5;1525;1678;false;Samsung, Seat
dlosselyongr2;Italy;25/07/1998;Unknown;Masters;Separated; Female;27,5;818;1626;false;iPhone, Audi
vmcnyscher3;Spain;04/12/1990;Private;Doctorate;Married; Female;34;2164;2924;false;Samsung, Volkswagen
ahillittr4;Germany;12/03/1996;Public;High School;Married; Female;21;1912;1606;true;Iphone, Audi
cdelacroixr5;Germany;04/09/1999;Private;High School;Separated; Male;20,5;1934;1524;false;iPhone, Non
ikennetr6;Poland;14/09/1998;Unknown;Bachelors;Married; Male;38,5;1034;1471;false;iPhone, Volkswagen
dkamienr7;Slovenia;01/05/1978;Private;Masters;Never Married; Male;24;2055;1706;false;Samsung, Non
egossager8;Sweden;30/04/1982;Private;Doctorate;Married; Male;36;5394;1971;false;iPhone, BMW
cscracer9;Czech Republic;25/07/1967;Private;High School;Divorced; Male;7,5;2195;3033;false;Others, Non
pedmansra;Romania;08/04/1980;Private;Bachelors;Married; Male;22;2556;3272;true;Iphone, BMW
aclaughtonrb;Italy;02/10/1970;Self Employed;Bachelors;Married; Male;39,5;2099;2380;false;Samsung, Others
flangloisrc;Bulgaria;25/03/1996;Private;Bachelors;Married; Female;33;1549;943;true;iPhone, Others
gferraronrd;Denmark;07/12/1981;Private;Masters;Married; Male;32;2359;3214;true;Others, Others
jcrasswellre;Croatia;07/03/1971;Private;Bachelors;Married; Female;4,5;2716;2927;true;iPhone, Others
wbrushneenrf;Belgium;22/05/1976;Public;High School;Married; Male;35,5;2028;1958;false;Iphone, Ford
lameyrg;Germany;26/01/1981;Self Employed;High School;Married; Female;30;2156;2690;false;Samsung, Ford
fbembridgerh;France;07/05/1974;Unknown;High School;Divorced; Male;22;2356;3453;true;iPhone, Volkswagen
esammutri;Spain;07/08/1996;Private;High School;Married; Female;37,5;1100;1642;false;iPhone, Ford
afrowderj;Germany;10/03/1993;Unknown;High School;Separated; Female;16,5;1779;1612;false;Iphone, Ford
hcauldfieldrk;Italy;27/05/1968;Self Employed;Bachelors;Married; Male;12;2001;3187;false;iPhone, Others
dyakobowitchrl;Germany;06/04/1973;Self Employed;High School;Married; Female;37,5;2662;3423;true;Iphone, Others
tclokerm;Germany;14/04/1982;Unknown;High School;Divorced; Male;21,5;2251;1492;false;Samsung, Others
dfrancern;Italy;03/01/1983;Unknown;Masters;Divorced; Female;40;2032;3446;true;iPhone, Others
wfairriero;Poland;06/11/1980;Private;Bachelors;Married; Male;30,5;2258;1786;true;Samsung, Others
ofotheringhamrp;Italy;09/11/1996;Private;Bachelors;Married; Female;32,5;1391;1132;true;Samsung, Others
kbreckonrq;Belgium;21/05/1989;Self Employed;High School;Separated; Male;31,5;2114;2488;true;Others, Others
jcasterotrr;Poland;28/06/1980;Unknown;Bachelors;Married; Male;35,5;2094;1416;true;Others, Seat
rpaolacci0;Romania;22/04/1984;Self Employed;Bachelors;Married; Male;21;3060;2123;true;Others, Audi
mmaydway1;Spain;12/09/1979;Public;Masters;Married; Male;34,5;2033;3315;true;iPhone, Non
lgarthshore2;Germany;31/01/1998;Unknown;Bachelors;Separated; Female;28;1306;916;false;Others, Audi
wgarric3;Germany;22/05/1961;Public;Bachelors;Married; Male;37;2230;1817;false;Samsung, Non
fabernethy4;Slovakia;29/05/1966;Private;High School;Married; Female;29,5;2713;2810;true;Samsung, Others
speppett5;Italy;18/06/1966;Public;Bachelors;Married; Male;32;2508;1643;true;Samsung, Audi
mfish6;Greece;24/08/1990;Public;High School;Never Married; Male;29,5;2131;2616;true;Iphone, Others
arenowden7;Italy;04/07/1995;Public;High School;Married; Female;5,5;1881;1143;true;Samsung, Audi
runion8;Denmark;21/06/1962;Self Employed;High School;Married; Male;39;2893;2218;true;Samsung, Others
rnowick9;France;01/08/1979;Self Employed;Bachelors;Separated; Female;39;2374;2387;false;Samsung, Seat
smucklea;Italy;08/05/1997;Self Employed;Bachelors;Married; Male;29;1437;1427;false;Others, Others
cnetherwoodb;Poland;31/03/1999;Public;Masters;Divorced; Male;19;1156;1223;true;Others, Honda
bbaudinc;Poland;01/04/1983;Self Employed;Bachelors;Separated; Male;22,5;2385;1918;true;iPhone, Others
caveralld;Poland;27/03/1997;Public;Bachelors;Married; Male;31;1792;1151;true;iPhone, Others
dstintone;Netherlands;06/02/1967;Public;Bachelors;Never Married; Female;34,5;2042;2561;false;iPhone, Others
mwildgoosef;Netherlands;22/08/1997;Self Employed;Bachelors;Separated; Male;38;1189;1423;false;iPhone, Seat
